Id,State,black,green,arrow,red,yellow,right
black_667,['black'],1,0,0,0,0,0
black_668,['black'],1,0,0,0,0,0
black_669,['black'],1,0,0,0,0,0
black_671,['black'],1,0,0,0,0,0
black_672,['black'],1,0,0,0,0,0
black_673,['black'],1,0,0,0,0,0
black_674,['black'],1,0,0,0,0,0
black_675,['black'],1,0,0,0,0,0
black_676,['black'],1,0,0,0,0,0
black_678,['black'],1,0,0,0,0,0
black_679,['black'],1,0,0,0,0,0
black_681,['black'],1,0,0,0,0,0
black_682,['black'],1,0,0,0,0,0
black_683,['black'],1,0,0,0,0,0
black_684,['black'],1,0,0,0,0,0
black_686,['black'],1,0,0,0,0,0
black_687,['black'],1,0,0,0,0,0
black_689,['black'],1,0,0,0,0,0
black_690,['black'],1,0,0,0,0,0
black_691,['black'],1,0,0,0,0,0
black_693,['black'],1,0,0,0,0,0
black_695,['black'],1,0,0,0,0,0
black_697,['black'],1,0,0,0,0,0
black_698,['black'],1,0,0,0,0,0
black_699,['black'],1,0,0,0,0,0
black_702,['black'],1,0,0,0,0,0
black_703,['black'],1,0,0,0,0,0
black_706,['black'],1,0,0,0,0,0
black_709,['black'],1,0,0,0,0,0
black_710,['black'],1,0,0,0,0,0
black_711,['black'],1,0,0,0,0,0
black_712,['black'],1,0,0,0,0,0
black_716,['black'],1,0,0,0,0,0
black_719,['black'],1,0,0,0,0,0
black_720,['black'],1,0,0,0,0,0
black_722,['black'],1,0,0,0,0,0
black_724,['black'],1,0,0,0,0,0
black_725,['black'],1,0,0,0,0,0
black_728,['black'],1,0,0,0,0,0
black_730,['black'],1,0,0,0,0,0
black_731,['black'],1,0,0,0,0,0
black_732,['black'],1,0,0,0,0,0
black_733,['black'],1,0,0,0,0,0
black_738,['black'],1,0,0,0,0,0
black_739,['black'],1,0,0,0,0,0
black_741,['black'],1,0,0,0,0,0
black_742,['black'],1,0,0,0,0,0
black_745,['black'],1,0,0,0,0,0
black_746,['black'],1,0,0,0,0,0
black_750,['black'],1,0,0,0,0,0
black_751,['black'],1,0,0,0,0,0
black_752,['black'],1,0,0,0,0,0
black_753,['black'],1,0,0,0,0,0
black_755,['black'],1,0,0,0,0,0
black_756,['black'],1,0,0,0,0,0
black_757,['black'],1,0,0,0,0,0
black_759,['black'],1,0,0,0,0,0
black_760,['black'],1,0,0,0,0,0
black_761,['black'],1,0,0,0,0,0
black_762,['black'],1,0,0,0,0,0
black_766,['black'],1,0,0,0,0,0
black_767,['black'],1,0,0,0,0,0
black_768,['black'],1,0,0,0,0,0
black_769,['black'],1,0,0,0,0,0
black_770,['black'],1,0,0,0,0,0
black_771,['black'],1,0,0,0,0,0
black_772,['black'],1,0,0,0,0,0
black_773,['black'],1,0,0,0,0,0
black_775,['black'],1,0,0,0,0,0
black_776,['black'],1,0,0,0,0,0
black_777,['black'],1,0,0,0,0,0
black_779,['black'],1,0,0,0,0,0
black_781,['black'],1,0,0,0,0,0
black_784,['black'],1,0,0,0,0,0
black_785,['black'],1,0,0,0,0,0
black_787,['black'],1,0,0,0,0,0
black_790,['black'],1,0,0,0,0,0
black_792,['black'],1,0,0,0,0,0
black_795,['black'],1,0,0,0,0,0
black_796,['black'],1,0,0,0,0,0
black_797,['black'],1,0,0,0,0,0
black_800,['black'],1,0,0,0,0,0
black_801,['black'],1,0,0,0,0,0
black_803,['black'],1,0,0,0,0,0
black_804,['black'],1,0,0,0,0,0
black_805,['black'],1,0,0,0,0,0
black_809,['black'],1,0,0,0,0,0
black_810,['black'],1,0,0,0,0,0
black_813,['black'],1,0,0,0,0,0
black_814,['black'],1,0,0,0,0,0
black_815,['black'],1,0,0,0,0,0
black_818,['black'],1,0,0,0,0,0
black_820,['black'],1,0,0,0,0,0
black_822,['black'],1,0,0,0,0,0
black_824,['black'],1,0,0,0,0,0
black_825,['black'],1,0,0,0,0,0
black_828,['black'],1,0,0,0,0,0
black_829,['black'],1,0,0,0,0,0
black_830,['black'],1,0,0,0,0,0
black_832,['black'],1,0,0,0,0,0
black_833,['black'],1,0,0,0,0,0
black_835,['black'],1,0,0,0,0,0
black_837,['black'],1,0,0,0,0,0
black_839,['black'],1,0,0,0,0,0
black_840,['black'],1,0,0,0,0,0
black_841,['black'],1,0,0,0,0,0
black_843,['black'],1,0,0,0,0,0
black_845,['black'],1,0,0,0,0,0
black_846,['black'],1,0,0,0,0,0
black_847,['black'],1,0,0,0,0,0
black_849,['black'],1,0,0,0,0,0
black_850,['black'],1,0,0,0,0,0
black_851,['black'],1,0,0,0,0,0
black_853,['black'],1,0,0,0,0,0
black_854,['black'],1,0,0,0,0,0
black_855,['black'],1,0,0,0,0,0
black_856,['black'],1,0,0,0,0,0
black_857,['black'],1,0,0,0,0,0
black_859,['black'],1,0,0,0,0,0
black_861,['black'],1,0,0,0,0,0
black_862,['black'],1,0,0,0,0,0
black_863,['black'],1,0,0,0,0,0
black_864,['black'],1,0,0,0,0,0
black_865,['black'],1,0,0,0,0,0
black_866,['black'],1,0,0,0,0,0
black_867,['black'],1,0,0,0,0,0
black_868,['black'],1,0,0,0,0,0
black_870,['black'],1,0,0,0,0,0
black_871,['black'],1,0,0,0,0,0
black_872,['black'],1,0,0,0,0,0
black_873,['black'],1,0,0,0,0,0
black_874,['black'],1,0,0,0,0,0
black_875,['black'],1,0,0,0,0,0
black_876,['black'],1,0,0,0,0,0
black_877,['black'],1,0,0,0,0,0
black_880,['black'],1,0,0,0,0,0
black_881,['black'],1,0,0,0,0,0
black_883,['black'],1,0,0,0,0,0
black_885,['black'],1,0,0,0,0,0
black_886,['black'],1,0,0,0,0,0
black_889,['black'],1,0,0,0,0,0
black_890,['black'],1,0,0,0,0,0
black_892,['black'],1,0,0,0,0,0
black_893,['black'],1,0,0,0,0,0
black_894,['black'],1,0,0,0,0,0
black_896,['black'],1,0,0,0,0,0
black_897,['black'],1,0,0,0,0,0
black_898,['black'],1,0,0,0,0,0
black_900,['black'],1,0,0,0,0,0
black_902,['black'],1,0,0,0,0,0
black_905,['black'],1,0,0,0,0,0
black_907,['black'],1,0,0,0,0,0
black_908,['black'],1,0,0,0,0,0
black_910,['black'],1,0,0,0,0,0
black_911,['black'],1,0,0,0,0,0
black_912,['black'],1,0,0,0,0,0
black_913,['black'],1,0,0,0,0,0
black_916,['black'],1,0,0,0,0,0
black_917,['black'],1,0,0,0,0,0
black_918,['black'],1,0,0,0,0,0
black_920,['black'],1,0,0,0,0,0
black_921,['black'],1,0,0,0,0,0
black_923,['black'],1,0,0,0,0,0
black_925,['black'],1,0,0,0,0,0
black_926,['black'],1,0,0,0,0,0
black_927,['black'],1,0,0,0,0,0
black_928,['black'],1,0,0,0,0,0
black_929,['black'],1,0,0,0,0,0
black_932,['black'],1,0,0,0,0,0
black_937,['black'],1,0,0,0,0,0
black_938,['black'],1,0,0,0,0,0
black_940,['black'],1,0,0,0,0,0
black_941,['black'],1,0,0,0,0,0
black_942,['black'],1,0,0,0,0,0
black_943,['black'],1,0,0,0,0,0
black_944,['black'],1,0,0,0,0,0
black_947,['black'],1,0,0,0,0,0
black_948,['black'],1,0,0,0,0,0
black_949,['black'],1,0,0,0,0,0
black_953,['black'],1,0,0,0,0,0
black_955,['black'],1,0,0,0,0,0
black_956,['black'],1,0,0,0,0,0
black_957,['black'],1,0,0,0,0,0
black_958,['black'],1,0,0,0,0,0
black_959,['black'],1,0,0,0,0,0
black_960,['black'],1,0,0,0,0,0
black_961,['black'],1,0,0,0,0,0
black_964,['black'],1,0,0,0,0,0
black_974,['black'],1,0,0,0,0,0
black_978,['black'],1,0,0,0,0,0
black_979,['black'],1,0,0,0,0,0
black_982,['black'],1,0,0,0,0,0
black_983,['black'],1,0,0,0,0,0
black_984,['black'],1,0,0,0,0,0
black_985,['black'],1,0,0,0,0,0
black_986,['black'],1,0,0,0,0,0
black_988,['black'],1,0,0,0,0,0
black_990,['black'],1,0,0,0,0,0
black_994,['black'],1,0,0,0,0,0
black_999,['black'],1,0,0,0,0,0
black_1000,['black'],1,0,0,0,0,0
black_1004,['black'],1,0,0,0,0,0
black_1005,['black'],1,0,0,0,0,0
black_1006,['black'],1,0,0,0,0,0
black_1009,['black'],1,0,0,0,0,0
black_1011,['black'],1,0,0,0,0,0
black_1013,['black'],1,0,0,0,0,0
black_1014,['black'],1,0,0,0,0,0
black_1015,['black'],1,0,0,0,0,0
black_1016,['black'],1,0,0,0,0,0
black_1019,['black'],1,0,0,0,0,0
black_1020,['black'],1,0,0,0,0,0
black_1021,['black'],1,0,0,0,0,0
black_1022,['black'],1,0,0,0,0,0
black_1023,['black'],1,0,0,0,0,0
black_1024,['black'],1,0,0,0,0,0
black_1025,['black'],1,0,0,0,0,0
black_1026,['black'],1,0,0,0,0,0
black_1027,['black'],1,0,0,0,0,0
black_1028,['black'],1,0,0,0,0,0
black_1035,['black'],1,0,0,0,0,0
black_1038,['black'],1,0,0,0,0,0
black_1040,['black'],1,0,0,0,0,0
black_1041,['black'],1,0,0,0,0,0
black_1042,['black'],1,0,0,0,0,0
black_1043,['black'],1,0,0,0,0,0
black_1045,['black'],1,0,0,0,0,0
black_1048,['black'],1,0,0,0,0,0
black_1049,['black'],1,0,0,0,0,0
black_1050,['black'],1,0,0,0,0,0
black_1051,['black'],1,0,0,0,0,0
black_1054,['black'],1,0,0,0,0,0
black_1057,['black'],1,0,0,0,0,0
black_1060,['black'],1,0,0,0,0,0
black_1061,['black'],1,0,0,0,0,0
black_1062,['black'],1,0,0,0,0,0
black_1067,['black'],1,0,0,0,0,0
black_1069,['black'],1,0,0,0,0,0
black_1070,['black'],1,0,0,0,0,0
black_1074,['black'],1,0,0,0,0,0
black_1075,['black'],1,0,0,0,0,0
black_1078,['black'],1,0,0,0,0,0
black_1079,['black'],1,0,0,0,0,0
black_1080,['black'],1,0,0,0,0,0
black_1083,['black'],1,0,0,0,0,0
black_1084,['black'],1,0,0,0,0,0
black_1085,['black'],1,0,0,0,0,0
black_1087,['black'],1,0,0,0,0,0
black_1088,['black'],1,0,0,0,0,0
black_1091,['black'],1,0,0,0,0,0
black_1092,['black'],1,0,0,0,0,0
black_1093,['black'],1,0,0,0,0,0
black_1096,['black'],1,0,0,0,0,0
black_1097,['black'],1,0,0,0,0,0
black_1098,['black'],1,0,0,0,0,0
black_1099,['black'],1,0,0,0,0,0
black_1101,['black'],1,0,0,0,0,0
black_1102,['black'],1,0,0,0,0,0
black_1103,['black'],1,0,0,0,0,0
black_1104,['black'],1,0,0,0,0,0
black_1105,['black'],1,0,0,0,0,0
black_1107,['black'],1,0,0,0,0,0
black_1109,['black'],1,0,0,0,0,0
black_1114,['black'],1,0,0,0,0,0
black_1115,['black'],1,0,0,0,0,0
black_1116,['black'],1,0,0,0,0,0
black_1118,['black'],1,0,0,0,0,0
black_1119,['black'],1,0,0,0,0,0
black_1122,['black'],1,0,0,0,0,0
black_1123,['black'],1,0,0,0,0,0
black_1124,['black'],1,0,0,0,0,0
black_1125,['black'],1,0,0,0,0,0
black_1126,['black'],1,0,0,0,0,0
black_1127,['black'],1,0,0,0,0,0
black_1128,['black'],1,0,0,0,0,0
black_1130,['black'],1,0,0,0,0,0
black_1131,['black'],1,0,0,0,0,0
black_1133,['black'],1,0,0,0,0,0
black_1134,['black'],1,0,0,0,0,0
black_1135,['black'],1,0,0,0,0,0
black_1137,['black'],1,0,0,0,0,0
black_1142,['black'],1,0,0,0,0,0
black_1144,['black'],1,0,0,0,0,0
black_1145,['black'],1,0,0,0,0,0
black_1146,['black'],1,0,0,0,0,0
black_1153,['black'],1,0,0,0,0,0
black_1154,['black'],1,0,0,0,0,0
black_1155,['black'],1,0,0,0,0,0
black_1156,['black'],1,0,0,0,0,0
black_1157,['black'],1,0,0,0,0,0
black_1158,['black'],1,0,0,0,0,0
black_1163,['black'],1,0,0,0,0,0
black_1166,['black'],1,0,0,0,0,0
black_1167,['black'],1,0,0,0,0,0
black_1168,['black'],1,0,0,0,0,0
black_1169,['black'],1,0,0,0,0,0
black_1171,['black'],1,0,0,0,0,0
black_1172,['black'],1,0,0,0,0,0
black_1173,['black'],1,0,0,0,0,0
black_1174,['black'],1,0,0,0,0,0
black_1175,['black'],1,0,0,0,0,0
black_1176,['black'],1,0,0,0,0,0
black_1177,['black'],1,0,0,0,0,0
black_1179,['black'],1,0,0,0,0,0
black_1181,['black'],1,0,0,0,0,0
black_1182,['black'],1,0,0,0,0,0
black_1183,['black'],1,0,0,0,0,0
black_1184,['black'],1,0,0,0,0,0
